,Id,Label,timeset,index,componentnumber,modularity_class,Authority,Hub,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,dg,closeness,between,
3264,3264,artful,,3264,0,"Trust, Fear, Submission",0.001531,0.001771,16,29,45,0.274414,0.286959,211.999151,0.001254705,0.293812119,0.001254705,"Trust, Fear, Submission"
3265,3265,ceiling,,3265,0,UNKNOWN,6.10E-05,6.10E-05,10,13,23,0.27204,0.28543,8018.228243,0.002991989,0.288809978,0.002991989,UNKNOWN
3266,3266,heartbreak,,3266,0,"Anticipation, Vigilance, Interest",5.20E-05,5.00E-06,11,9,20,0.267294,0.279662,6902.030432,0.001351221,0.291211572,0.001351221,"Anticipation, Vigilance, Interest"
3267,3267,revise,,3267,0,UNKNOWN,2.10E-05,2.10E-05,12,17,29,0.213812,0.220586,244.482906,0.001158189,0.255061765,0.001158189,UNKNOWN
3268,3268,liberty,,3268,0,UNKNOWN,0.001422,0,6,0,6,0.227593,0.235572,831.15641,0.001447737,0.264816511,0.001447737,UNKNOWN
3269,3269,readily,,3269,0,"Boredom, Pensiveness, Remorse",0.000187,0.000157,8,9,17,0,0,0,0.000579095,0.289928485,0.000579095,"Boredom, Pensiveness, Remorse"
3270,3270,one-off,,3270,0,UNKNOWN,2.80E-05,0,6,0,6,0.256756,0.267158,1896.336492,0.000868642,0.269816964,0.000868642,UNKNOWN
3271,3271,advertence,,3271,0,UNKNOWN,5.80E-05,0,6,0,6,0,0,0,0.000579095,0.24971651,0.000579095,UNKNOWN
3272,3272,somewhat,,3272,0,UNKNOWN,0.000129,0,7,0,7,0,0,0,0.000579095,0.264640138,0.000579095,UNKNOWN
3273,3273,terminate,,3273,0,UNKNOWN,0.000348,0.000765,36,69,105,0,0,0,0.00067561,0.270729081,0.00067561,UNKNOWN
3274,3274,sensible,,3274,0,"Vigilant, Anticipation, Interest",0.000287,0.000283,13,31,44,0.313726,0.333323,53739.9844,0.00617701,0.345877723,0.00617701,"Vigilant, Anticipation, Interest"
3275,3275,dither,,3275,0,"Joy, Interest, Optimism",6.00E-05,0,12,0,12,0.278946,0.294012,16690.1915,0.002412895,0.294717342,0.002412895,"Joy, Interest, Optimism"
3276,3276,complacence,,3276,0,"Anger, Annoyance, Contempt",4.80E-05,4.00E-05,4,7,11,0,0,0,0.001158189,0.292034761,0.001158189,"Anger, Annoyance, Contempt"
3277,3277,piebald,,3277,0,"Vigilance, Anticipation, Interest",5.00E-06,0,6,0,6,0.227184,0.234553,2818.381523,0.000772126,0.252950926,0.000772126,"Vigilance, Anticipation, Interest"
3278,3278,bash,,3278,0,UNKNOWN,0.002334,0.002197,195,195,390,0,0,0,0.000579095,0.242979955,0.000579095,UNKNOWN
3279,3279,indurated,,3279,0,"Anticipation, Anger, Agressiveness",2.60E-05,0,6,0,6,0.332393,0.357643,125699.2004,0.014766914,0.359502443,0.014766914,"Anticipation, Anger, Agressiveness"
3280,3280,airy,,3280,0,"Vigilance, Anticipation, Interest",0.000616,0,12,0,12,0,0,0,0.000482579,0.248467296,0.000482579,"Vigilance, Anticipation, Interest"
3281,3281,snitch,,3281,0,"Anger, Annoyance, Contempt",0.00015,0,16,0,16,0,0,0,0.001158189,0.294666906,0.001158189,"Anger, Annoyance, Contempt"
3282,3282,lover,,3282,0,"Anger, Annoyance, Contempt",0.000365,0,15,0,15,0,0,0,0.001447737,0.293128524,0.001447737,"Anger, Annoyance, Contempt"
3283,3283,excess,,3283,0,UNKNOWN,0.00022,0.000408,8,34,42,0,0,0,0.001447737,0.299858408,0.001447737,UNKNOWN
3284,3284,discriminating,,3284,0,"Surpise, Amazement, Awe",0.001246,0,6,0,6,0.292593,0.307298,19468.26294,0.003185021,0.320640028,0.003185021,"Surpise, Amazement, Awe"
3285,3285,degeneracy,,3285,0,"Loathing, Disgust, Remorse",0.00012,0.000131,21,36,57,0,0,0,0.000579095,0.274892813,0.000579095,"Loathing, Disgust, Remorse"
3286,3286,touchstone,,3286,0,"Vigilance, Anticipation, Interest",9.90E-05,0,6,0,6,0.245286,0.25561,21503.76557,0.003378052,0.27457865,0.003378052,"Vigilance, Anticipation, Interest"
3287,3287,maven,,3287,0,UNKNOWN,0.003676,0.003699,35,44,79,0,0,0,0.000579095,0.278794843,0.000579095,UNKNOWN
3288,3288,speck,,3288,0,UNKNOWN,0.000494,0.000516,52,80,132,0.31011,0.327422,17859.79533,0.004150179,0.320928884,0.004150179,UNKNOWN
3289,3289,overpower,,3289,0,UNKNOWN,9.40E-05,9.10E-05,15,18,33,0.306311,0.324451,19706.95489,0.006659589,0.322179933,0.006659589,UNKNOWN
3290,3290,turned,,3290,0,"Sadness, Pensiveness, Grief",0.001206,0,8,0,8,0.262369,0.2731,5160.584516,0.001930316,0.281721843,0.001930316,"Sadness, Pensiveness, Grief"
3291,3291,eagerness,,3291,0,"Vigilance, Anticipation, Agressiveness",8.00E-06,0,6,0,6,0,0,0,0.000772126,0.279269638,0.000772126,"Vigilance, Anticipation, Agressiveness"
3292,3292,tolerably,,3292,0,UNKNOWN,0.001541,0,8,0,8,0,0,0,0.000579095,0.255175165,0.000579095,UNKNOWN
3293,3293,obliquity,,3293,0,"Sadness, Pensiveness, Grief",0,1.00E-06,13,15,28,0,0,0,0.000772126,0.285671433,0.000772126,"Sadness, Pensiveness, Grief"
3294,3294,frustration,,3294,0,"Anger, Annoyance, Contempt",1.60E-05,0,13,0,13,0.193854,0.19899,0,0.001447737,0.220113385,0.001447737,"Anger, Annoyance, Contempt"
3295,3295,ponderous,,3295,0,"Sadness, Pensiveness, Distraction",0.000486,0,19,0,19,0,0,0,0.001158189,0.27031822,0.001158189,"Sadness, Pensiveness, Distraction"
3296,3296,buzzing,,3296,0,"Joy, Interest, Optimism",0.000304,0.000331,26,85,111,0,0,0,0.001737284,0.299059827,0.001737284,"Joy, Interest, Optimism"
3297,3297,inoperative,,3297,0,UNKNOWN,0.001338,0,9,0,9,0.270318,0.287022,20987.49015,0.007914294,0.291630818,0.007914294,UNKNOWN
3298,3298,concentrated,,3298,0,"Vigilant, Anticipation, Interest",0.000312,0.000676,15,25,40,0,0,0,0.000868642,0.308831212,0.000868642,"Vigilant, Anticipation, Interest"
3299,3299,plume,,3299,0,"Joy, Trust, Admiration",0.000128,0,9,0,9,0.263312,0.275427,4202.936966,0.002123347,0.316669376,0.002123347,"Joy, Trust, Admiration"
3300,3300,renovate,,3300,0,UNKNOWN,1.10E-05,0,6,0,6,0,0,0,0.000868642,0.255642426,0.000868642,UNKNOWN
3301,3301,hornswoggle,,3301,0,UNKNOWN,0.000116,0,13,0,13,0,0,0,0.000579095,0.260312488,0.000579095,UNKNOWN
3302,3302,plumpness,,3302,0,UNKNOWN,1.00E-05,0,6,0,6,0,0,0,0.001254705,0.288995796,0.001254705,UNKNOWN
3303,3303,mooncalf,,3303,0,UNKNOWN,0.001419,0,16,0,16,0,0,0,0.000579095,0.251338598,0.000579095,UNKNOWN
3304,3304,wraps,,3304,0,UNKNOWN,5.40E-05,5.40E-05,14,17,31,0,0,0,0.001544252,0.270658153,0.001544252,UNKNOWN
3305,3305,store,,3305,0,UNKNOWN,0.000782,0.000878,61,73,134,0.259066,0.269188,5838.718404,0.001640768,0.276578099,0.001640768,UNKNOWN
3306,3306,mesh,,3306,0,UNKNOWN,1.70E-05,0,12,0,12,0.295443,0.313119,42489.92458,0.006949136,0.331483723,0.006949136,UNKNOWN
3307,3307,reeking,,3307,0,"Fear, Surprise, Awe",0.000265,0,6,0,6,0,0,0,0.000772126,0.263076693,0.000772126,"Fear, Surprise, Awe"
3308,3308,detail,,3308,0,"Surprise, Sadness, Disapproval",0.000122,0,27,0,27,0,0,0,0.000482579,0.280978615,0.000482579,"Surprise, Sadness, Disapproval"
3309,3309,loving,,3309,0,"Vigilance, Anticipation, Interest",3.70E-05,0,6,0,6,0,0,0,0.002316379,0.295712781,0.002316379,"Vigilance, Anticipation, Interest"
3310,3310,prickly,,3310,0,"Vigilance, Anticipation, Interest",0.000307,0.000375,15,46,61,0,0,0,0.000579095,0.274403615,0.000579095,"Vigilance, Anticipation, Interest"
3311,3311,unarguably,,3311,0,"Joy, Trust, Love",0.000484,0.000479,20,22,42,0.282334,0.298977,21660.89017,0.004246694,0.295941497,0.004246694,"Joy, Trust, Love"
3312,3312,mastodon,,3312,0,"Trust, Admiration, Fear",0.000487,0,6,0,6,0.248431,0.259014,0,0.002123347,0.258540547,0.002123347,"Trust, Admiration, Fear"
3313,3313,constitute,,3313,0,"Trust, Fear, Submission",9.30E-05,0.000102,16,26,42,0,0,0,0.000579095,0.264328669,0.000579095,"Trust, Fear, Submission"
3314,3314,covering,,3314,0,UNKNOWN,9.90E-05,0.000182,26,42,68,0.281026,0.296468,16818.49079,0.00250941,0.296553139,0.00250941,UNKNOWN
3315,3315,galactic,,3315,0,"Trust, Admiration, Fear",0.008149,0.008237,44,45,89,0.280404,0.29463,43812.92566,0.003957147,0.308858911,0.003957147,"Trust, Admiration, Fear"
3316,3316,argufy,,3316,0,"Vigilance, Anticipation, Agressiveness",1.30E-05,0,6,0,6,0.275136,0.290527,0,0.004439726,0.289465445,0.004439726,"Vigilance, Anticipation, Agressiveness"
3317,3317,breath,,3317,0,UNKNOWN,6.10E-05,0,7,0,7,0,0,0,0.000579095,0.269023012,0.000579095,UNKNOWN
3318,3318,toughen,,3318,0,UNKNOWN,2.80E-05,0,7,0,7,0,0,0,0.00067561,0.285687233,0.00067561,UNKNOWN
3319,3319,nicely,,3319,0,UNKNOWN,0.002736,0.002774,11,22,33,0,0,0,0.000482579,0.269852202,0.000482579,UNKNOWN
3320,3320,diminishment,,3320,0,"Sadness, Pensiveness, Grief",9.50E-05,0,10,0,10,0.278833,0.293139,1288.116509,0.002026831,0.293353259,0.002026831,"Sadness, Pensiveness, Grief"
3321,3321,blistering,,3321,0,"Vigilance, Anticipation, Interest",0.002909,0.003912,45,49,94,0,0,0,0.000965158,0.282152717,0.000965158,"Vigilance, Anticipation, Interest"
3322,3322,repute,,3322,0,"Rage, Anger, Annoyance",0.000122,0.000114,7,9,16,0.302158,0.321669,31539.32514,0.004825789,0.317574674,0.004825789,"Rage, Anger, Annoyance"
3323,3323,infertile,,3323,0,UNKNOWN,0.000115,0,11,0,11,0.269147,0.281486,0,0.000868642,0.280536081,0.000868642,UNKNOWN
3324,3324,hefty,,3324,0,"Admiration, Trust, Acceptance",0.003272,0,13,0,13,0,0,0,0.000965158,0.281231025,0.000965158,"Admiration, Trust, Acceptance"
3325,3325,rejoicing,,3325,0,"Admiration, Trust, Acceptance",9.70E-05,0.000154,4,10,14,0,0,0,0.001254705,0.291195155,0.001254705,"Admiration, Trust, Acceptance"
3326,3326,nothing,,3326,0,UNKNOWN,1.60E-05,0.000149,7,25,32,0.232133,0.24166,540.247102,0.000965158,0.261690605,0.000965158,UNKNOWN
3327,3327,whelm,,3327,0,"Rage, Anger, Annoyance",6.10E-05,7.70E-05,8,10,18,0.252587,0.26295,3021.678959,0.002219863,0.299077142,0.002219863,"Rage, Anger, Annoyance"
3328,3328,puffery,,3328,0,UNKNOWN,0.002311,0.001151,3,3,6,0.255057,0.264495,0,0.000965158,0.27302576,0.000965158,UNKNOWN
3329,3329,sobersided,,3329,0,"Sadness, Pensiveness, Disapproval",5.20E-05,5.70E-05,12,14,26,0.261079,0.27117,29.579225,0.000386063,0.270942085,0.000386063,"Sadness, Pensiveness, Disapproval"
3330,3330,well-favored,,3330,0,"Admiration, Trust, Acceptance",0.00436,0,14,0,14,0.252059,0.262176,0,0.001351221,0.267976284,0.001351221,"Admiration, Trust, Acceptance"
3331,3331,insecure,,3331,0,"Fear, Apprehension, Terror",0.000162,0,19,0,19,0,0,0,0.001351221,0.285600357,0.001351221,"Fear, Apprehension, Terror"
3332,3332,hook,,3332,0,UNKNOWN,0.001569,0.00161,99,122,221,0,0,0,0.0018338,0.26952132,0.0018338,UNKNOWN
3333,3333,throe,,3333,0,"Anticipation, Vigilance, Interest",0.000104,6.40E-05,10,15,25,0.323029,0.346184,170132.5328,0.011388862,0.338068056,0.011388862,"Anticipation, Vigilance, Interest"
3334,3334,hotness,,3334,0,UNKNOWN,4.20E-05,6.60E-05,4,6,10,0.270575,0.283635,2480.273883,0.001544252,0.288809978,0.001544252,UNKNOWN
3335,3335,refresh,,3335,0,"Joy, Ecstacy, Optimism",6.50E-05,1.20E-05,12,11,23,0.204897,0.210242,0,0.000579095,0.252734342,0.000579095,"Joy, Ecstacy, Optimism"
3336,3336,flame,,3336,0,UNKNOWN,0.00016,0,16,0,16,0.241609,0.250504,2843.045245,0.001544252,0.27645228,0.001544252,UNKNOWN
3337,3337,sickly,,3337,0,"Fear, Surprise, Awe",4.00E-05,5.80E-05,4,6,10,0,0,0,0.001351221,0.298731218,0.001351221,"Fear, Surprise, Awe"
3338,3338,gossip,,3338,0,"Admiration, Trust, Acceptance",8.90E-05,0,31,0,31,0.241889,0.250806,198.856269,0.000579095,0.25814647,0.000579095,"Admiration, Trust, Acceptance"
3339,3339,laborious,,3339,0,"Sadness, Disgust, Remorse",0.000454,0.000482,39,49,88,0,0,0,0.002702442,0.283429951,0.002702442,"Sadness, Disgust, Remorse"
3340,3340,principles,,3340,0,"Trust, Acceptance, Serenity",2.10E-05,8.40E-05,6,7,13,0.289111,0.306072,20457.25514,0.004150179,0.305859659,0.004150179,"Trust, Acceptance, Serenity"
3341,3341,estate,,3341,0,UNKNOWN,7.20E-05,8.10E-05,10,16,26,1,1,2297.630522,0.000868642,0.277633542,0.000868642,UNKNOWN
3342,3342,falsify,,3342,0,UNKNOWN,4.70E-05,4.00E-05,15,18,33,0.270318,0.283232,3148.535402,0.001544252,0.289538458,0.001544252,UNKNOWN
3343,3343,phase,,3343,0,"Surprise, Sadness, Disapproval",0.000129,0,10,0,10,0.265137,0.277079,4630.881212,0.001737284,0.279262089,0.001737284,"Surprise, Sadness, Disapproval"
3344,3344,bluffed,,3344,0,"Sadness, Disgust, Remorse",5.20E-05,0,6,0,6,0,0,0,0.000965158,0.299754003,0.000965158,"Sadness, Disgust, Remorse"
3345,3345,view,,3345,0,UNKNOWN,0.000472,0.000414,63,74,137,0,0,0,0.000579095,0.255345454,0.000579095,UNKNOWN
3346,3346,buddy,,3346,0,UNKNOWN,1.10E-05,0,6,0,6,0.299186,0.318886,122923.2855,0.006563073,0.319242969,0.006563073,UNKNOWN
3347,3347,keister,,3347,0,UNKNOWN,5.90E-05,6.20E-05,25,27,52,0,0,0,0.000579095,0.26053569,0.000579095,UNKNOWN
3348,3348,recipe,,3348,0,UNKNOWN,0.000319,0,15,0,15,0.269083,0.281717,0,0.002702442,0.287940626,0.002702442,UNKNOWN
3349,3349,depravity,,3349,0,"Loathing, Disgust, Remorse",1.00E-05,0,10,0,10,0,0,0,0.001447737,0.287092447,0.001447737,"Loathing, Disgust, Remorse"
3350,3350,pitching,,3350,0,"Joy, Interest, Optimism",2.90E-05,0,6,0,6,0,0,0,0.000965158,0.235132615,0.000965158,"Joy, Interest, Optimism"
3351,3351,cutting,,3351,0,"Vigilance, Anticipation, Interest",0.000359,0.001498,46,38,84,0,0,0,0.000579095,0.265497063,0.000579095,"Vigilance, Anticipation, Interest"
3352,3352,tender,,3352,0,"Disgust, Boredom, Contempt",0.000328,0.000414,70,74,144,0.281019,0.295753,45240.0161,0.005983978,0.317087312,0.005983978,"Disgust, Boredom, Contempt"
3353,3353,pontoon,,3353,0,UNKNOWN,8.00E-06,0,10,0,10,0.293952,0.311291,175672.9021,0.009362031,0.325992292,0.009362031,UNKNOWN
3354,3354,furthermore,,3354,0,UNKNOWN,0.000207,0.000208,10,13,23,0,0,0,0.000965158,0.248610798,0.000965158,UNKNOWN
3355,3355,increased,,3355,0,UNKNOWN,0.000362,0,7,0,7,0.24591,0.25537,0,0.001254705,0.258585846,0.001254705,UNKNOWN
3356,3356,crafty,,3356,0,"Vigilance, Anticipation, Agressiveness",0.00127,0,7,0,7,0,0,0,0.00067561,0.304399709,0.00067561,"Vigilance, Anticipation, Agressiveness"
3357,3357,central,,3357,0,"Trust, Fear, Submission",0.005539,0.008219,36,56,92,0,0,0,0.00067561,0.274410904,0.00067561,"Trust, Fear, Submission"
3358,3358,enclose,,3358,0,UNKNOWN,7.90E-05,0,30,0,30,0.296349,0.312956,42987.778,0.005404884,0.311362921,0.005404884,UNKNOWN
3359,3359,strongly,,3359,0,"Vigilance, Anticipation, Agressiveness",0.000331,0.000253,26,16,42,0,0,0,0.002702442,0.296289484,0.002702442,"Vigilance, Anticipation, Agressiveness"
3360,3360,complexion,,3360,0,UNKNOWN,6.50E-05,0,9,0,9,0.258231,0.270253,11.119048,0.002605926,0.273170145,0.002605926,UNKNOWN
3361,3361,palmy,,3361,0,"Joy, Interest, Optimism",0.000229,0,12,0,12,0,0,0,0.000772126,0.271604535,0.000772126,"Joy, Interest, Optimism"
3362,3362,putrescence,,3362,0,"Loathing, Disgust, Remorse",1.00E-05,7.00E-06,6,8,14,0,0,0,0.000965158,0.279556805,0.000965158,"Loathing, Disgust, Remorse"
3363,3363,chief,,3363,0,"Trust, Fear, Submission",0.00903,0.01168,41,65,106,0.243359,0.252626,0,0.000772126,0.255990825,0.000772126,"Trust, Fear, Submission"
3364,3364,belaboring,,3364,0,"Joy, Interest, Optimism",0.000725,0,19,0,19,0.305854,0.323963,42619.16204,0.005308368,0.31797543,0.005308368,"Joy, Interest, Optimism"
3365,3365,resting,,3365,0,"Trust, Fear, Submission",4.50E-05,0,6,0,6,0,0,0,0.0018338,0.281422547,0.0018338,"Trust, Fear, Submission"
3366,3366,inarguably,,3366,0,"Joy, Trust, Love",0.000484,0.000479,20,22,42,0,0,0,0.000579095,0.26459947,0.000579095,"Joy, Trust, Love"
3367,3367,lunch,,3367,0,"Joy, Ecstacy, Optimism",0.000105,0.001305,6,50,56,0.248431,0.259014,0,0.002123347,0.258540547,0.002123347,"Joy, Ecstacy, Optimism"
3368,3368,doleful,,3368,0,"Sadness, Pensiveness, Grief",0.002163,0.002211,56,60,116,0.296503,0.312657,7687.541303,0.004053663,0.315943048,0.004053663,"Sadness, Pensiveness, Grief"
3369,3369,spanking,,3369,0,"Fear, Surprise, Awe",0.015186,0.016344,74,116,190,0.277579,0.293244,15533.99953,0.005308368,0.304301081,0.005308368,"Fear, Surprise, Awe"
3370,3370,ooze,,3370,0,"Vigilance, Anticipation, Interest",7.90E-05,9.00E-05,13,19,32,0.313832,0.335844,60610.80886,0.011099315,0.331941706,0.011099315,"Vigilance, Anticipation, Interest"
3371,3371,dynamism,,3371,0,"Joy, Interest, Optimism",0.000173,0.000192,26,29,55,0.282125,0.296699,6008.994108,0.001930316,0.295205787,0.001930316,"Joy, Interest, Optimism"
3372,3372,full-blooded,,3372,0,"Vigilant, Anticipation, Interest",0.000187,0,13,0,13,0.294933,0.309989,0,0.002798958,0.308812749,0.002798958,"Vigilant, Anticipation, Interest"
3373,3373,standout,,3373,0,"Admiration, Trust, Acceptance",0.004969,0,16,0,16,0,0,0,0.001254705,0.27546453,0.001254705,"Admiration, Trust, Acceptance"
3374,3374,swim,,3374,0,UNKNOWN,3.30E-05,0,10,0,10,0,0,0,0.001544252,0.295037175,0.001544252,UNKNOWN
3375,3375,inflame,,3375,0,UNKNOWN,0.000118,0.000146,16,18,34,0,0,0,0.000965158,0.281791002,0.000965158,UNKNOWN
3376,3376,chippy,,3376,0,"Vigilance, Anticipation, Agressiveness",6.00E-06,0,11,0,11,0.278333,0.291601,7850.198921,0.002123347,0.310492643,0.002123347,"Vigilance, Anticipation, Agressiveness"
3377,3377,product,,3377,0,"Vigilance, Anticipation, Interest",4.20E-05,0,16,0,16,0,0,0,0.001061674,0.230804087,0.001061674,"Vigilance, Anticipation, Interest"
3378,3378,lag,,3378,0,UNKNOWN,0.000137,0.000186,23,42,65,0,0,0,0.001544252,0.285987757,0.001544252,UNKNOWN
3379,3379,poisoned,,3379,0,"Loathing, Disgust, Contempt",3.50E-05,3.80E-05,9,25,34,0.296555,0.312041,38832.40129,0.003957147,0.310306122,0.003957147,"Loathing, Disgust, Contempt"
3380,3380,aspiration,,3380,0,UNKNOWN,0.00033,0,16,0,16,0.240188,0.250985,16023.58033,0.002412895,0.269317563,0.002412895,UNKNOWN
3381,3381,as,,3381,0,"Vigilance, Anticipation, Interest",0.000121,0,28,0,28,0,0,0,0.001447737,0.297252819,0.001447737,"Vigilance, Anticipation, Interest"
3382,3382,operating,,3382,0,"Vigilance, Anticipation, Interest",8.50E-05,0,10,0,10,0,0,0,0.001930316,0.307745657,0.001930316,"Vigilance, Anticipation, Interest"
3383,3383,honesty,,3383,0,"Trust, Acceptance, Serenity",4.20E-05,3.00E-05,20,23,43,0,0,0,0.00067561,0.287515911,0.00067561,"Trust, Acceptance, Serenity"
3384,3384,betray,,3384,0,"Sadness, Disgust, Remorse",3.20E-05,4.30E-05,10,15,25,0.251367,0.261563,24406.9251,0.001544252,0.262515163,0.001544252,"Sadness, Disgust, Remorse"
3385,3385,untreated,,3385,0,"Loathing, Disgust, Remorse",0.000178,0.000177,7,8,15,0.26072,0.271654,7803.006421,0.001447737,0.277738036,0.001447737,"Loathing, Disgust, Remorse"
3386,3386,put,,3386,0,UNKNOWN,0.002939,0.001506,72,59,131,0.249428,0.259746,0,0.000772126,0.266153692,0.000772126,UNKNOWN
3387,3387,contemptible,,3387,0,"Loathing, Disgust, Remorse",0.001724,0.001951,29,47,76,0.31526,0.333959,134866.1262,0.007914294,0.3446776,0.007914294,"Loathing, Disgust, Remorse"
3388,3388,knave,,3388,0,"Anger, Annoyance, Contempt",0.001444,0,12,0,12,0.280965,0.295895,997.633381,0.003571084,0.2988522,0.003571084,"Anger, Annoyance, Contempt"
3389,3389,rung,,3389,0,"Surprise, Sadness, Disapproval",0.000292,0.000223,24,30,54,0,0,0,0.001158189,0.300241847,0.001158189,"Surprise, Sadness, Disapproval"
3390,3390,proud,,3390,0,"Admiration, Trust, Acceptance",0.00594,0.006143,25,43,68,0.282171,0.296073,17784.80599,0.003281537,0.303755306,0.003281537,"Admiration, Trust, Acceptance"
3391,3391,looking,,3391,0,UNKNOWN,2.90E-05,0,7,0,7,0.275535,0.289872,17459.18875,0.003957147,0.291836772,0.003957147,UNKNOWN
3392,3392,authoritative,,3392,0,"Vigilant, Anticipation, Interest",0.00124,0,7,0,7,0,0,0,0.000579095,0.269507258,0.000579095,"Vigilant, Anticipation, Interest"
3393,3393,historical,,3393,0,"Sadness, Disgust, Remorse",5.60E-05,7.50E-05,5,8,13,0,0,0,0.00067561,0.270608526,0.00067561,"Sadness, Disgust, Remorse"
3394,3394,poise,,3394,0,UNKNOWN,4.30E-05,3.80E-05,11,21,32,0.258108,0.269039,0,0.000772126,0.275552697,0.000772126,UNKNOWN
3395,3395,absorbed,,3395,0,"Vigilance, Anticipation, Interest",0.001236,0,11,0,11,0.25994,0.270963,10372.32912,0.002219863,0.288310265,0.002219863,"Vigilance, Anticipation, Interest"
3396,3396,malicious,,3396,0,"Sadness, Disgust, Remorse",0.001381,0,7,0,7,0,0,0,0.000965158,0.286304781,0.000965158,"Sadness, Disgust, Remorse"
3397,3397,spawn,,3397,0,"Trust, Acceptance, Serenity",0.000116,0.000113,20,26,46,0,0,0,0.00067561,0.294624889,0.00067561,"Trust, Acceptance, Serenity"
3398,3398,mushy,,3398,0,"Surprise, Sadness, Disapproval",3.10E-05,4.10E-05,6,15,21,0.289683,0.305908,2962.13005,0.002412895,0.31017569,0.002412895,"Surprise, Sadness, Disapproval"
3399,3399,dolt,,3399,0,"Disgust, Boredom, Contempt",0.010123,0.010064,80,79,159,0.239085,0.248799,17687.48959,0.001544252,0.273596973,0.001544252,"Disgust, Boredom, Contempt"
3400,3400,swayed,,3400,0,"Vigilance, Anticipation, Interest",2.90E-05,0,9,0,9,0.291644,0.309288,879.741477,0.007914294,0.308794288,0.007914294,"Vigilance, Anticipation, Interest"
3401,3401,ultrasmart,,3401,0,"Anticipation, Vigilance, Interest",0.000444,0,9,0,9,0,0,0,0.00067561,0.265374306,0.00067561,"Anticipation, Vigilance, Interest"
3402,3402,butcherly,,3402,0,"Sadness, Disgust, Remorse",0.000145,0.000145,13,15,28,0,0,0,0.000868642,0.287236125,0.000868642,"Sadness, Disgust, Remorse"
3403,3403,whale,,3403,0,UNKNOWN,0.002037,0.002081,110,115,225,0.256962,0.268082,0,0.001447737,0.266105703,0.001447737,UNKNOWN
3404,3404,collapse,,3404,0,"Vigilance, Anticipation, Interest",0.000111,0.00011,20,32,52,0.314284,0.335535,87565.97402,0.010713252,0.341894355,0.010713252,"Vigilance, Anticipation, Interest"
3405,3405,sporadic,,3405,0,"Surpise, Amazement, Awe",5.90E-05,0,9,0,9,0.293919,0.309562,30408.61611,0.003088505,0.307470884,0.003088505,"Surpise, Amazement, Awe"
3406,3406,adolescent,,3406,0,"Sadness, Pensiveness, Remorse",2.60E-05,0,21,0,21,0,0,0,0.000868642,0.27452028,0.000868642,"Sadness, Pensiveness, Remorse"
3407,3407,rivalry,,3407,0,"Vigilance, Anticipation, Agressiveness",1.00E-05,0,16,0,16,0,0,0,0.001544252,0.26112837,0.001544252,"Vigilance, Anticipation, Agressiveness"
3408,3408,hardheaded,,3408,0,"Anticipation, Anger, Agressiveness",0.000292,0,17,0,17,0,0,0,0.001544252,0.261214203,0.001544252,"Anticipation, Anger, Agressiveness"
3409,3409,row,,3409,0,UNKNOWN,0.000464,0.000534,40,118,158,0,0,0,0.001640768,0.291277256,0.001640768,UNKNOWN
3410,3410,gird,,3410,0,UNKNOWN,0.000327,0.000191,35,43,78,0.312759,0.334756,114095.1654,0.009941125,0.330995185,0.009941125,UNKNOWN
3411,3411,artless,,3411,0,"Loathing, Disgust, Remorse",0.00043,0.000529,13,25,38,0.293003,0.310339,39492.50598,0.00434321,0.315672739,0.00434321,"Loathing, Disgust, Remorse"
3412,3412,momentum,,3412,0,UNKNOWN,5.00E-05,4.50E-05,8,15,23,0.267037,0.280183,6617.558705,0.002412895,0.294532493,0.002412895,UNKNOWN
3413,3413,mound,,3413,0,UNKNOWN,0.000125,0,14,0,14,0.245792,0.254878,262.229249,0.001544252,0.26917722,0.001544252,UNKNOWN
3414,3414,separated,,3414,0,UNKNOWN,5.60E-05,0,6,0,6,0,0,0,0.001158189,0.288093188,0.001158189,UNKNOWN
3415,3415,rumple,,3415,0,"Surprise, Sadness, Disapproval",6.60E-05,0.000209,15,30,45,0,0,0,0.000482579,0.252808558,0.000482579,"Surprise, Sadness, Disapproval"
3416,3416,happiness,,3416,0,"Joy, Ecstacy, Optimism",7.00E-06,0,6,0,6,0.263793,0.276049,12252.41755,0.002895473,0.308923561,0.002895473,"Joy, Ecstacy, Optimism"
3417,3417,dulcet,,3417,0,UNKNOWN,0.001904,0,14,0,14,0,0,0,0.000579095,0.254008205,0.000579095,UNKNOWN
3418,3418,fright,,3418,0,"Anticipation, Vigilance, Interest",5.50E-05,0,11,0,11,0,0,0,0.001351221,0.288245912,0.001351221,"Anticipation, Vigilance, Interest"
3419,3419,faction,,3419,0,UNKNOWN,3.30E-05,4.00E-05,8,9,17,0,0,0,0.000868642,0.274936707,0.000868642,UNKNOWN
3420,3420,Father,,3420,0,UNKNOWN,0.000101,0,38,0,38,0.258896,0.269923,28.35334,0.000965158,0.287347974,0.000965158,UNKNOWN
3421,3421,smug,,3421,0,"Trust, Acceptance, Serenity",0.001428,0,10,0,10,0,0,0,0.000965158,0.212861535,0.000965158,"Trust, Acceptance, Serenity"
3422,3422,switch,,3422,0,UNKNOWN,0.001942,0,144,0,144,0,0,0,0.000965158,0.289133294,0.000965158,UNKNOWN
